claim_id,short_claim,canonical_metric,value,unit,time_frame,fact_or_inference,confidence_tag,primary_source,source_url,verification_path,notes
CL-204,Toronto encampments peak-to-current decline,Toronto active encampments declined from 355 (November 2024 peak) to 91 (January 2026) — 55% decline over 14 months,355 (Nov 2024 peak) → 91 (Jan 2026); 900+ people moved to shelter,encampments,Nov 2024-Jan 2026,FACT,VERIFIED,Global News November 2024; City of Toronto encampment tracking; CP24 January 2026,https://globalnews.ca/news/11612013/toronto-encampments-reduced/,Context: decline ≠ housed; City outreach workers told CBC some moved to ravines/transit,March 2024 was 202 active encampments; Nov 2024 = 355 = peak
CL-205,Houston sidewalk ban July 2025,Houston City Council voted 14-2 on July 16 2025 to expand civility ordinance to 24/7 ban on sitting/lying/storing belongings on downtown sidewalks; citations jumped from ~3 to 100+ per month,14-2 vote July 16 2025; citations 3/month → 100+/month post-ordinance,citations/month,July 2025,FACT,VERIFIED,Houston Public Media July 16 2025; ABC13; Defender Network,https://www.abc13.com/post/increased-number-citations-written-homeless-houston-new-ordinance/18149138/,Houston simultaneously cited as Housing First success (60% reduction since 2011) AND now criminalizing,This is the Ford model: criminalize rather than house
CL-206,OW NFA shelter policy directive URL confirmed,Ontario Works Policy Directive 6.1 confirmed: homeless people receive basic needs ($343) but not shelter allowance ($390) until dwelling is retained,"Exact quote: 'A homeless person who is eligible for assistance will receive an amount for basic needs, but will not receive an amount for shelter until a dwelling is retained.'",policy,2026,FACT,VERIFIED,Ontario Works Policy Directive 6.1 (ontario.ca/document/ontario-works-policy-directives/61-calculating-assistance),https://www.ontario.ca/document/ontario-works-policy-directives/61-calculating-assistance,Previously attributed to 'OW policy directives' without URL; now confirmed primary source,Single adult: $343 basic needs only for tent dwellers; no shelter allowance
CL-207,Calgary 2024 PIT count — corrected figure,Calgary homeless count 2024 (confirmed): 3121 people — correction of previously cited 3314 figure,3121 individuals (October 2024 PIT count),persons,2024,FACT,VERIFIED,Calgary Homeless Foundation 2024 Point-in-Time Count,https://www.calgaryhomeless.com/,Previous library figure was 3314 — was incorrect; confirmed 3121 is the 2024 count,2025 enumeration not yet published as confirmed total
CL-208,Safer Municipalities Act — no Charter challenge filed,As of June 2026 no court challenge has been filed against the Safer Municipalities Act (S.O. 2025 c.5) despite CCLA flagging Charter s.7 vulnerability,No filed challenge as of June 2026; CCLA says Charter-vulnerable; notwithstanding clause not invoked,status,June 2026,FACT,VERIFIED,CCLA statement (ccla.org); legislative analysis (gowlingwlg.com); confirmed research pass June 2026,https://ccla.org/equality/ccla-reacts-to-ontario-passing-the-safer-municipalities-act/,Advocates 'exploring legal avenues'; no challenge confirmed filed,Key: Ford did NOT invoke notwithstanding clause — Act remains open to s.7 challenge
CL-269,Ottawa HPP 0.4% allocation confirmed,Ottawa received $845100 — 0.4% of the $190.5M non-Indigenous HPP increase from Budget 2023,"$845,100 of $190,500,000 = 0.44% ≈ 0.4%; Mayor Sutcliffe: 'We thought there maybe was a zero or two missing'",CAD per year,2023,FACT,VERIFIED,CBC News April 27 2023 (primary); Ottawa Council Staff Report DocumentId=126970,https://www.cbc.ca/news/canada/ottawa/ottawa-questions-homelessness-funding-1.6823740,TRIPLE-SOURCED: CBC Apr 27 + CBC May 24 + Ottawa Council Staff Report — all confirmed,Province said Ottawa had been overfunded previously; Ottawa's total HPP base was $47.6M + $845K increase
CL-270,HSCIS 507.6M 13 sites confirmed,$507.6M of $674.5M HSCIS budget now funded; 13 of 20 sites in capital plan as of 2026,$507.6M funded; 13 of 20 sites; from $382.5M in 2026 capital budget ($209.4M new + prior commitments),CAD,2026,FACT,VERIFIED,TSSS 2026 Program Summary: 'In total $507.6 million of the $674.5 million budget and 13 of the 20 sites are funded.',https://www.toronto.ca/wp-content/uploads/2026/03/8eba-2026-Public-Book-TSSS-V1.pdf,Quoted directly from the 2026 Public Book TSSS V1 document,Distinction: 11 sites acquired; 7 with confirmed public addresses; 13 now in capital plan
CL-271,COHB average monthly benefit 2024,$1300 average monthly COHB benefit for recipients who entered program in 2024,"$1,300/month average for 2024 entrants",CAD per month,2024,FACT,VERIFIED,Toronto AG 2025 (backgroundfile-252902.pdf) footnote 9: Housing Secretariat Division staff advised,https://www.toronto.ca/legdocs/mmis/2025/au/bgrd/backgroundfile-252902.pdf,Confirmed from AG report footnote during page-level verification of $136/night,Context: COHB pays avg $1300/month vs OW shelter allowance max $390/month — a 3.3× difference; shows COHB is far more effective support than OW for renters
CL-272,OW 1993 pre-Harris peak rate,$663/month GWA for single adult in 1993 — the pre-Harris peak before 21.6% cut,$663/month,CAD per month,1993,FACT,VERIFIED,"Canadian Encyclopedia (Maclean's July 31 1995): ""cheque reduced from $663 to $520""; Policy Options 2018",https://www.thecanadianencyclopedia.ca/en/article/ontario-cuts-back,"Confirmed multiple sources: Canadian Encyclopedia, Policy Options, Open Policy Ontario","This is higher than the $623 1990 GWA — both figures correct; $623 is 1990, $663 is 1993 pre-cut"
CL-273,Harris 1995 OW cut $520,Mike Harris cut GWA from $663 to $520 effective October 1 1995 — 21.6% reduction,$520/month effective October 1 1995,CAD per month,1995,FACT,VERIFIED,Canadian Encyclopedia (Maclean's 1995); Policy Options 2018; Open Policy Ontario 2021-2024 (multiple articles),https://www.thecanadianencyclopedia.ca/en/article/ontario-cuts-back,CONFIRMED multiple independent sources including Maclean's contemporary reporting (July 31 1995),Harris PC government in power June 1995; cut announced July 1995; effective October 1 1995
CL-274,Ward 2 Etobicoke Centre councillor,Stephen Holyday is the 2022-2026 councillor for Ward 2 Etobicoke Centre,Councillor Stephen Holyday,councillor,2022-2026,FACT,VERIFIED,City of Toronto Members of Council page; Wikipedia Toronto City Council 2022-2026,https://www.toronto.ca/city-government/council/members-of-council/,Confirmed primary source (city website) + Wikipedia,"HSCIS Ward 2 site: 3838 Bloor St W (women's shelter, 2029)"
CL-275,Ward 9 Davenport councillor,Alejandra Bravo is the 2022-2026 councillor for Ward 9 Davenport (replaced Ana Bailão),Councillor Alejandra Bravo,councillor,2022-2026,FACT,VERIFIED,Wikipedia Toronto City Council 2022-2026; City of Toronto Members of Council page,https://www.toronto.ca/city-government/council/members-of-council/,Confirmed,"HSCIS Ward 9 site: 1615 Dufferin St (youth shelter, 2027)"
CL-276,Ward 20 Scarborough SW councillor,Parthi Kandavel won Ward 20 by-election November 30 2023,Councillor Parthi Kandavel (by-election Nov 30 2023),councillor,2023-2026,FACT,VERIFIED,"Wikipedia: ""November 30, 2023: Former Toronto District School Board trustee Parthi Kandavel is elected in the Ward 20 by-election""",https://en.wikipedia.org/wiki/Toronto_City_Council_2022%E2%80%932026,Confirmed Wikipedia,"HSCIS Ward 20 site: 2535 Gerrard St E (mixed adult shelter, 2027)"
CL-277,EC7.7 HSCIS vote tally 22-1,Council Item EC7.7 HSCIS adoption passed 22-1 on November 8 2023,22-1; Stephen Holyday sole No vote,vote tally,"Nov 8, 2023",FACT,VERIFIED,City of Toronto official council voting record; corroborated CBC Toronto; TorontoToday,https://secure.toronto.ca/council/agenda-item.do?item=2023.EC7.7,Confirmed from extended research session,Holyday was literally the only councillor who voted No on HSCIS adoption
CL-278,EC13.8 encampment strategy vote tally 21-2,Council Item EC13.8 (people-first encampment strategy) passed 21-2 on June 27 2024,21-2; Bradford + Holyday voted No,vote tally,"June 27, 2024",FACT,VERIFIED,City of Toronto official council voting record; TorontoToday June 27 2024,https://secure.toronto.ca/council/agenda-item.do?item=2024.EC13.8,Confirmed,Crisanti and Mantas absent; Burnside and Holyday voted No on related Moise micro-shelter sub-item
CL-279,PH23.3 six shelter sites vote tally 22-3,Council Item PH23.3 (advancing 6 HSCIS shelter sites) passed 22-3 on July 24 2025,22-3; Bradford + Holyday + Pasternak voted No on final item,vote tally,"July 24, 2025",FACT,VERIFIED,City of Toronto official council voting record; CBC Toronto July 24 2025; Progress Toronto,https://secure.toronto.ca/council/agenda-item.do?item=2025.PH23.3,Confirmed from research session,Per-site splits: Kandavel voted No on 2535 Gerrard + 1220 Wilson; Pasternak voted No on Wilson Ave site
CL-280,COHB 2026 cliff — provincial allocation to Toronto,Provincial COHB allocation to Toronto dropped from $38M (2024) to $19.75M (2025) to $7.95M (2026),$38M (2024) → $19.75M (2025) → $7.95M (2026),CAD,Sept 2025,FACT,VERIFIED,Mayor Chow letter to Province September 26 2025; Province informed City Sept 18 2025,N/A — internal letter; confirmable through City Clerk correspondence,Confirmed from extended research session citing Mayor Chow letter,IMPORTANT: This is a SEPARATE cliff from the IHAP refugee cliff ($261.87M → $97M). COHB is the provincial housing benefit for moving people FROM shelter TO housing.
CL-281,City COHB restoration ask to $54M,City of Toronto formally requested COHB be restored to $54M to allow 300 households/month to exit shelter,$54M annual; enabling 300 households per month to move from shelter to permanent housing,CAD,Sept 2025,FACT,VERIFIED,Mayor Chow letter September 26 2025; Council motion 2024.MM20.38,https://secure.toronto.ca/council/agenda-item.do?item=2024.MM20.38,Confirmed from research session,The 300 households/month figure is the City's own calculation of what $54M would enable
CL-282,Bradford voted against every HSCIS shelter site at PH23.3,Brad Bradford voted against every single shelter site at the PH23.3 July 2025 meeting,No vote on all 6 sites and on the final item,vote record,"July 24, 2025",FACT,VERIFIED,Progress Toronto; CBC Toronto July 24 2025,https://www.cbc.ca/news/canada/toronto/,Confirmed from research session citing Progress Toronto,Bradford also moved (and lost) motions to strip individual sites; voted No on people-first encampment protocol EC13.8
CL-283,Brad Bradford running for mayor 2026,Brad Bradford is running for mayor of Toronto in October 2026 rather than seeking re-election in Ward 19,Declared mayoral candidate; Ward 19 Beaches-East York seat open,candidate status,2026,FACT,VERIFIED,Wikipedia 2026 Toronto municipal election; media coverage of campaign launch,https://en.wikipedia.org/wiki/2026_Toronto_municipal_election,Confirmed,Bradford's housing platform: crime/congestion/cost framing; opposes people-first encampment model
CL-209,Mayor Chow COHB quote,Mayor Chow described COHB as the most effective tool for freeing shelter beds,"""COHB [is] the single most effective tool we have for freeing up beds in our shelter system so that more people can come indoors from streets and parks""",quote,"Sept 26, 2025",FACT,VERIFIED,Mayor Olivia Chow letter to Province of Ontario September 26 2025,N/A — letter on file with City Clerk,Confirmed from research session,Context: written after Province announced 2026 COHB allocation drop to $7.95M
CL-210,PH23.3 item ID correction — NOT PH23.7,The July 2025 HSCIS six-site approval is Council Item 2025.PH23.3 — NOT PH23.7 as previously cited in library,2025.PH23.3 is the correct item ID,correction note,"July 24, 2025",NOTE,VERIFIED,City of Toronto Council records; extended research session correction,https://secure.toronto.ca/council/agenda-item.do?item=2025.PH23.3,Correction confirmed — PH23.7 was an error,Library has been updated throughout to use PH23.3
CL-211,Homes First Society government funding,$60.8M total government funding in fiscal year ending December 2023; 94.6% of total revenue,94.6% government-funded,CAD percent,Dec 2023,FACT,VERIFIED,CRA T3010 annual information return via Charity Intelligence Canada,https://www.charityintelligence.ca/charity-details/52-homes-first-society,URL confirmed via extended research session,Key shelter operator; no allegations of wrongdoing; data from public CRA filing
CL-212,Fred Victor Centre government funding,$61.1M total government funding fiscal year ending March 2025; 82.8% of total revenue,82.8% government-funded,CAD percent,Mar 2025,FACT,VERIFIED,CRA T3010 annual information return via Charity Intelligence Canada,https://www.charityintelligence.ca/charity-details/32-fred-victor,URL confirmed,Key shelter operator; overhead 31.3%; HSCIS site operator for W8 site
CL-213,Covenant House Toronto reserves,$48.5M in reserves (1.55 years of operations); 9.4% from government (primarily fundraising-based),$48.5M reserves; government share only 9.4%,CAD,Jun 2024,FACT,VERIFIED,CRA T3010 annual information return via Charity Intelligence Canada,https://www.charityintelligence.ca/charity-details/29-covenant-house-toronto,URL confirmed,CRA-compliant; no wrongdoing. But operates at 98% occupancy while turning away youth — reserves = 1.55 years operations
CL-214,4 operator combined reserves,$86.8M combined reserves held by 4 major shelter operators during period of city budget crisis,$86.8M combined: Homes First $13.2M + Fred Victor $14.8M + Dixon Hall $10.3M + Covenant House $48.5M,CAD,2024,FACT,VERIFIED,CRA T3010 filings via Charity Intelligence Canada (4 organizations),Multiple URLs — see DERIV-011,Confirmed from T3010 data,NOT fraud; properly governed; CRA-compliant. But raises accountability question about outcome reporting.
