source_program,source_file,source_id,source_kind,question
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM6,bank,"Where is Toronto ACTUALLY at — real vacancy, real social-housing waitlists, real cost-per-shelter-bed-night, real encampment counts, real eviction filings — measured, not imagined, and who is allowed to see the numbers? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM7,bank,"What does it ACTUALLY cost us today to MAINTAIN homelessness in Toronto — shelter beds, hospital cycles, policing of public space, encampment clearances — versus what it would cost to END it, and why do we keep choosing the more expensive option? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM8,bank,"How many homes in Toronto are ACTUALLY sitting empty, under-occupied, or held as investment vehicles rather than lived in — and how far would honestly counting them go toward the shortfall before we pour a single new foundation?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM9,bank,"Where ACTUALLY are the people — which wards, which shelters, which discharge points, which hidden couch-surfing populations — so that we plan against the real geography of need and not an averaged-out map that helps no one?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM10,bank,"What's our ACTUAL baseline of trust: do Torontonians even believe the official numbers, and if not, what would a count they helped produce and could audit themselves look like?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM11,bank,Nobody treats the whole ladder — encampment → shelter → transitional → social housing → rental → co-op → ownership → aging-in-place — as ONE thing. What changes if we design it as a single lifecycle a person moves ALONG rather than eight disconnected systems they fall BETWEEN? `[SEED]`
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM12,bank,"Where do people ACTUALLY fall off the ladder — which rung-to-rung transitions break most often (hospital-to-nothing, shelter-to-nowhere, aging-out-of-care) — and how do we weld the gaps shut so nobody re-enters homelessness through a seam we already know about?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM13,bank,"What does aging-in-place ACTUALLY require so that the top of the ladder doesn't quietly become a trap — an elder asset-rich and cash-poor, isolated in a home too big to maintain — and how does that rung connect back down to the youth who need room?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM14,bank,"How do we make MOVING UP the ladder feel like progress a person chooses, not a means-tested cliff they're afraid to climb because one more dollar of income costs them their home?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM15,bank,"How do we take money OUT of housing — land value, financing layers, speculation, the intermediary fees that are really just fake GDP — laid out honestly FOR and AGAINST, with the losers named and not hidden? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM16,bank,"Who ACTUALLY designed Toronto's cost crisis, and how much of the sky-high price was engineered to enrich landowners and investors versus emerging from honest scarcity — and how do we answer that WITHOUT stigmatizing any single generation or owner who simply played the rules they were handed? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM17,bank,"How do we bring housing costs down to sane levels WITHOUT destroying the retirement safety nets our elder generations built inside their homes — what's the honest instrument (buyout, guarantee, annuity, insurance) that protects the person while deflating the asset? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM18,bank,"Who profits from the housing shortage staying UNSOLVED — the poverty industry, the service contracts, the appreciation on scarcity — and what specifically breaks, and for whom, the day it's actually solved? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM19,bank,"FOR-and-AGAINST: a land-value tax, a vacancy tax with teeth, an end to housing as a retirement vehicle — for each one, who wins, who's hurt, how fast, and what's the honest transition we owe the people on the losing side?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM20,bank,"If we succeed in taking the money out, what fills the hole in household wealth and municipal revenue that housing appreciation quietly fills today — and can we say that out loud before we start, not after?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM21,bank,"CLTs, co-ops, Vienna's social housing, Singapore's HDB, Finland's Housing First, the Philippines' bayanihan house-raising — what do we shamelessly copy, and what does nobody DARE copy, and why is the daren't-copy list the more interesting one? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM22,bank,"Could Toronto build homes the way it should build software — prefab, mass timber, 3D printing, robotic builds, open-source self-build co-operatives, versioned and forked — and what in the permitting/trades/financing stack ACTUALLY stops us today? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM23,bank,"How far do community land trusts and co-ops scale in a real city before they hit a wall — is the ceiling capital, land, governance, or culture — and what's the honest largest-known working example we can measure ourselves against?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM24,bank,"If AI-designed, factory-built homes get radically cheaper, what's the risk they get radically WORSE — cheap, ugly, disconnected, primal-need-blind — and how do we bake nature- proximity, daylight, and belonging into the spec so we don't just mass-produce loneliness?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM25,bank,"What would it take to make the HARVEST-seed 150-family ecovillage a REPLICABLE template — designed once, sprouted many times — rather than a one-off, so re-ruralization becomes a system, not a boutique?"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM26,bank,"Could vacant offices, dead malls, golf courses, faith-community land, and surplus school land ACTUALLY become homes — what's the honest inventory, parcel by parcel, and what's the real conversion cost versus new build? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM27,bank,"Toronto's 5,600 places of worship and thousands of schools — if each adopted and housed ONE person or ONE household on land it already holds, what does that add up to, and what's the honest barrier (zoning, insurance, liability, will) stopping the easy win? `[SEED]`"
homes,research/homes/QUESTION_BANK_EXTENDED.md,HM28,bank,"Return-to-office as real-estate-crash prevention — TEST the hypothesis: is the push to refill towers ACTUALLY about productivity, or about defending office-asset values, and if the latter, does converting empty offices to homes solve two problems the honest way? `[SEED]`"
